CEP;Tipo_Logradouro;Logradouro;Bairro;Cidade;UF
1029901;;Rua Florêncio de Abreu 157;Centro;São Paulo;SP
1227200;Avenida;Angélica;Consolação;São Paulo;SP
1251000;Rua;Cardoso de Almeida;Sumaré;São Paulo;SP
1255010;Rua;Antonina;Sumaré;São Paulo;SP
1308040;Rua;São Miguel;Bela Vista;São Paulo;SP
1311914;;Avenida Paulista 777;Bela Vista;São Paulo;SP
1332906;;Alameda Rio Claro 190;Bela Vista;São Paulo;SP
1416902;;Rua da Consolação 3064;Cerqueira César;São Paulo;SP
1426040;Travessa;das Estrelas Novas;Cerqueira César;São Paulo;SP
1501001;Praça;Doutor João Mendes;Centro;São Paulo;SP
1543000;Rua;Heitor Peixoto;Cambuci;São Paulo;SP
1546120;Rua;São João Del Rei;Jardim da Glória;São Paulo;SP
2072001;Avenida;Conceição;Carandiru;São Paulo;SP
2084150;Rua;Articura;Vila Isolina Mazzei;São Paulo;SP
2119020;Rua;Prefeito Milton Improta;Vila Maria Baixa;São Paulo;SP
2123005;Travessa;Manuel Lainez;Jardim Japão;São Paulo;SP
2131040;Rua;Hiroshima;Vila Maria Alta;São Paulo;SP
2138000;Praça;Lourenço Billis;Vila Sabrina;São Paulo;SP
2140030;Rua;Antionha;Vila Sabrina;São Paulo;SP
2147015;Praça;Cláudio Leonardi;Parque Novo Mundo;São Paulo;SP
2190080;Rua;João de Lara da Cunha;Parque Novo Mundo;São Paulo;SP
2201020;Rua;Alípio de Sousa;Vila Gustavo;São Paulo;SP
2207080;Rua;Carlos Alberto Luiz;Vila Medeiros;São Paulo;SP
2209150;Travessa;Ana Ferrara;Vila Medeiros;São Paulo;SP
2216060;Rua;Armando Paim;Vila Medeiros;São Paulo;SP
2217020;Rua;Joaquim de Souza Pacheco Filho;Vila Medeiros;São Paulo;SP
2221140;Travessa;Carlos Cardin;Jardim Brasil (Zona Norte);São Paulo;SP
2224010;Avenida;Major Roberto dos Santos;Jardim Brasil (Zona Norte);São Paulo;SP
2227310;Praça;Erotides de Campos;Jardim Brasil (Zona Norte);São Paulo;SP
2248001;Rua;Cruz de Malta;Parada Inglesa;São Paulo;SP
2280105;Travessa;Halésia;Jardim Brasil (Zona Norte);São Paulo;SP
2320160;Rua;Tríplice Aliança;Parque Casa de Pedra;São Paulo;SP
2354240;Rua;Salvador Álvares;Parque Ramos Freitas;São Paulo;SP
2357100;Rua;José Corrêa Gomes;Tremembé;São Paulo;SP
2360281;Rua;H;Jardim Fontalis;São Paulo;SP
2371020;Rua;Bias;Vila Albertina;São Paulo;SP
2375170;Rua;Luiz Janucci;Vila Albertina;São Paulo;SP
2408000;Praça;Antônio Zunkeller Leite;Água Fria;São Paulo;SP
2417122;Travessa;Francisco Queirolo;Jardim Paraíso;São Paulo;SP
2420030;Rua;Eduardo Zumkeller;Parque Mandaqui;São Paulo;SP
2435010;Rua;Diogo Grasson Tinoco;Lauzane Paulista;São Paulo;SP
2441070;Rua;Sion;Lauzane Paulista;São Paulo;SP
2467103;Travessa;Padre Rosano Stofella;Imirim;São Paulo;SP
2468075;Travessa;Pedro Romero;Vila Romero;São Paulo;SP
2472050;Rua;Aída Gomes Toledo;Imirim;São Paulo;SP
2514050;Rua;Arpuí;Casa Verde;São Paulo;SP
2516040;Rua;Padre Antônio D'Ângelo;Casa Verde;São Paulo;SP
2545120;Travessa;Isabela Leonarda;Casa Verde Alta;São Paulo;SP
2551110;Travessa;do Limão;Limão;São Paulo;SP
2672010;Rua;Luiz Macário de Castro;Jardim Peri Novo;São Paulo;SP
2757100;Rua;Icatuaçu;Vila Bancária Munhoz;São Paulo;SP
2759040;Rua;André Martins;Vila Acre;São Paulo;SP
2765080;Rua;Dirceu da Conceição Pinto;Vila Hebe;São Paulo;SP
2831040;Praça;Joaquim Vagliengo;Itaberaba;São Paulo;SP
2832210;Rua;Crespo de Carvalho;Parque São Luís;São Paulo;SP
2871040;Rua;Cristóvão Santiago;Jardim Ondina;São Paulo;SP
2873011;Passagem;Salvador;Conjunto Promorar Estrada da Parada;São Paulo;SP
2882140;Rua;Mário de Sá Carneiro;Jardim Centenário;São Paulo;SP
2916010;Travessa;José Rovira;Vila Barreto;São Paulo;SP
2932010;Rua;Enrico Carafa;Vila Pereira Cerca;São Paulo;SP
2966000;Rua;São Urbano;Vila Yara;São Paulo;SP
2968010;Rua;Nova Era;Vila Miriam;São Paulo;SP
2990325;Travessa;Erasmus Lapicida;Jardim Donária;São Paulo;SP
2994060;Rua;João Aires;Jardim Bandeirantes (Zona Norte);São Paulo;SP
2997001;Travessa;Nunes Chagas;Estância Jaraguá;São Paulo;SP
3124070;Rua;Vitoantônio Del Vecchio;Parque da Mooca;São Paulo;SP
3152030;Rua;Santa Cruz das Palmeiras;Quinta da Paineira;São Paulo;SP
3164120;Rua;Almirante Brasil;Mooca;São Paulo;SP
3165901;;Rua da Mooca 4214;Mooca;São Paulo;SP
3169901;;Rua Marcial 134;Mooca;São Paulo;SP
3192010;Rua;Clemente Bonifácio;Vila Oratório;São Paulo;SP
3223000;Rua;Susana;Jardim Independência;São Paulo;SP
3251090;Rua;Juvena;Vila Industrial;São Paulo;SP
3254210;Rua;Três Lagoas;Vila São Nicolau;São Paulo;SP
3265140;Rua;Santo Antônio do Ica;Vila Divina Pastora;São Paulo;SP
3268070;Rua;Itapororoca;Vila Tolstoi;São Paulo;SP
3272040;Rua;Nicolino Guilherme Cândido;Parque Luis Mucciolo;São Paulo;SP
3273120;Rua;Visconde de Goiana;Vila Santa Clara;São Paulo;SP
3324080;Rua;Dona Cândida;Vila Gomes Cardim;São Paulo;SP
3366000;Avenida;Trumain;Vila Formosa;São Paulo;SP
3382040;Rua;Basílio Viana Júnior;Chácara Belenzinho;São Paulo;SP
3385060;Rua;Lázaro Gonçalves Fraga;Parque Santo Antônio;São Paulo;SP
3408029;Rua;Waldemar Gardenghi;Chácara Santo Antônio (Zona Leste);São Paulo;SP
3427010;Rua;Monte Mor;Vila Carrão;São Paulo;SP
3433000;Rua;Taubaté;Vila Fernandes;São Paulo;SP
3441010;Rua;Odete Gomes Barreto;Vila Carrão;São Paulo;SP
3451000;Rua;Mariano Cursino de Moura;Parque Maria Luiza;São Paulo;SP
3505020;Rua;Martim Damy;Vila Aricanduva;São Paulo;SP
3516060;Rua;Adauto de Assis;Vila Matilde;São Paulo;SP
3541005;Praça;Lions Clube de Vila Matilde;Vila Guilhermina;São Paulo;SP
3551060;Rua;Caicó;Cidade Patriarca;São Paulo;SP
3570310;Rua;Helena Ricceli Luchetti;Parque Savoy City;São Paulo;SP
3572170;Rua;Macaóca;Jardim Santa Terezinha (Zona Leste);São Paulo;SP
3574060;Rua;Arrabalde da Ponte;Jardim Santa Maria;São Paulo;SP
3579280;Rua;Francisco de Almada;Jardim Marília;São Paulo;SP
3581190;Rua;Domingos José Pelegi;Jardim Fernandes;São Paulo;SP
3583100;Rua;Ararandéua;Jardim Brasília (Zona Leste);São Paulo;SP
3607040;Rua;Tuapé;Vila São Geraldo;São Paulo;SP
3644003;Travessa;Arthur Botelho;Vila Beatriz;São Paulo;SP
3651040;Rua;Cecília;Vila Esperança;São Paulo;SP
3688130;Praça;Santa Quitéria;Jardim Nordeste;São Paulo;SP
3693040;Avenida;Frederick Hoffmann;Jardim Coimbra;São Paulo;SP
3711007;Avenida;Cangaíba;Cangaíba;São Paulo;SP
3712040;Rua;Luciano Antônio Rodrigues;Cangaíba;São Paulo;SP
3716100;Rua;Domingos Belmonte;Jardim Piratininga;São Paulo;SP
3721036;Viela;Cesário Pereto;Engenheiro Goulart;São Paulo;SP
3807160;Avenida;Porcino dos Santos;Vila Paranaguá;São Paulo;SP
3813390;Rua;Ida;Vila Santa Inês;São Paulo;SP
3906080;Praça;Antônio Alves Vilares da Silva;Jardim Caguassu;São Paulo;SP
3908010;Rua;Nello Selmi Dei;Jardim Novo Carrão;São Paulo;SP
3908020;Rua;Major-Brigadeiro Mário Castello Branco;Jardim Novo Carrão;São Paulo;SP
3934075;Rua;Peçanha;Jardim Imperador (Zona Leste);São Paulo;SP
3938171;Travessa;Aníbal;Jardim Paraguaçu;São Paulo;SP
3940070;Rua;Ibiracatu;Jardim São Gabriel;São Paulo;SP
3977170;Rua;Soldado Teonilo de Souza;Conjunto Habitacional Marechal Mascarenhas de Mora;São Paulo;SP
3983110;Rua;Pacamum;Jardim Planalto;São Paulo;SP
3986050;Rua;Tibúrcio de Freitas;Vila Alzira;São Paulo;SP
3987100;Rua;do Malvarisco;Vila Portuguesa;São Paulo;SP
4012902;;Rua Pelotas 284;Vila Mariana;São Paulo;SP
4020041;Rua;Coronel Lisboa;Vila Mariana;São Paulo;SP
4023020;Travessa;Doutor Ubirajara Martins de Souza;Vila Clementino;São Paulo;SP
4030060;Rua;Crestuma;Ibirapuera;São Paulo;SP
4042010;Rua;Santa Generosa;Vila Clementino;São Paulo;SP
4052040;Rua;Ibaté;Mirandópolis;São Paulo;SP
4064004;Avenida;Ireré;Planalto Paulista;São Paulo;SP
4087907;;Alameda dos Anapurus 984;Indianópolis;São Paulo;SP
4152000;Rua;Elisa Silveira;Vila Santo Estéfano;São Paulo;SP
4164130;Rua;Peter Lely;Vila Moraes;São Paulo;SP
4181120;Rua;Araci;Jardim Maria Estela;São Paulo;SP
4182900;;Rua Góis Raposo 400;Jardim Santa Cruz (Sacomã);São Paulo;SP
4193000;Rua;Frederico Bartholdi;Parque Bristol;São Paulo;SP
4213020;Rua;General Lecor;Ipiranga;São Paulo;SP
4236060;Rua;São Vicente de Paula;Cidade Nova Heliópolis;São Paulo;SP
4236080;Rua;São Paulo;Cidade Nova Heliópolis;São Paulo;SP
4236260;Rua;Cristo Redentor;Cidade Nova Heliópolis;São Paulo;SP
4283050;Rua;Anatole France;Vila Moinho Velho;São Paulo;SP
4289090;Rua;Capão da Serra;Vila Brasílio Machado;São Paulo;SP
4294040;Rua;Nhumirim;Saúde;São Paulo;SP
4318100;Rua;Leucina;Cidade Vargas;São Paulo;SP
4327055;Travessa;Luiz Carlos Kakiuthi;Vila Fachini;São Paulo;SP
4334150;Rua;Hildebrando Siqueira;Vila Fachini;São Paulo;SP
4339020;Rua;Luís Vicente de Simoni;Americanópolis;São Paulo;SP
4339130;Travessa;Francisco Semini;Americanópolis;São Paulo;SP
4378000;Avenida;Santa Catarina;Vila Mascote;São Paulo;SP
4384120;Rua;Tomasina;Jardim Jabaquara;São Paulo;SP
4412070;Rua;Rio Grande do Sul;Americanópolis;São Paulo;SP
4417070;Rua;Salvador Faria de Albernaz;Jardim Miriam;São Paulo;SP
4431091;Travessa;Wilson Marinho dos Santos;Jardim Selma;São Paulo;SP
4433150;Avenida;Vinte e Sete;Jardim Itapura;São Paulo;SP
4437060;Rua;Francisco Ramos;Jardim Consórcio;São Paulo;SP
4455340;Rua;Januário da Rocha Franca;Vila Campo Grande;São Paulo;SP
4455410;Rua;Casa de Emaús;Vila Campo Grande;São Paulo;SP
4459320;Rua;Santa Úrsula;Pedreira;São Paulo;SP
4468000;Rua;Cônego Antônio Pinto;Jardim da Pedreira;São Paulo;SP
4531907;;Rua Pedroso Alvarenga 372;Itaim Bibi;São Paulo;SP
4531929;;Rua Pedroso Alvarenga 401;Itaim Bibi;São Paulo;SP
4533013;Rua;Tabapuã;Itaim Bibi;São Paulo;SP
4538132;Avenida;Brigadeiro Faria Lima;Itaim Bibi;São Paulo;SP
4564050;Rua;Filadélfia;Cidade Monções;São Paulo;SP
4566060;Rua;Califórnia;Cidade Monções;São Paulo;SP
4640010;Praça;Engenheiro Dácio Morais Júnior;Jardim Petrópolis;São Paulo;SP
4650180;Rua;Maria José Rangel;Vila São Paulo;São Paulo;SP
4671330;Rua;Antônio Masi;Parque Residencial Julia;São Paulo;SP
4696000;Avenida;Engenheiro Eusébio Stevaux;Jurubatuba;São Paulo;SP
4696020;Praça;Camafeu;Jurubatuba;São Paulo;SP
4705090;Rua;Henrique Fischer;Vila Gertrudes;São Paulo;SP
4710000;Rua;Cancioneiro Popular;Santo Amaro;São Paulo;SP
4730080;Rua;Acari;Várzea de Baixo;São Paulo;SP
4736010;Rua;Irmã Haydêe Ribeiro;Santo Amaro;São Paulo;SP
4770200;Viela;Purini;Jardim Guarapiranga;São Paulo;SP
4795913;;Avenida das Nações Unidas 21612;Vila Almeida;São Paulo;SP
4822270;Rua;Eduardo Ramos;Parque América;São Paulo;SP
4832160;Rua;Pai Gomes Charinho;Parque Santa Cecília;São Paulo;SP
4840350;Rua;Diogo das Neves Pires;Conjunto Habitacional Brigadeiro Faria Lima;São Paulo;SP
4844390;Rua;Ana Reimberg Hemmel;Jardim São Bernardo;São Paulo;SP
4844565;Rua;Sinfonia Paris;Jardim São Bernardo;São Paulo;SP
4845190;Rua;José Leandro de Campos;Jardim Reimberg;São Paulo;SP
4848130;Rua;Jaime Biscarri;Jardim Progresso;São Paulo;SP
4851430;Rua;Cisne Azul;Parque Residencial dos Lagos;São Paulo;SP
4852503;Rua;Primavera;Jardim Novo Jaú;São Paulo;SP
4856020;Rua;Antônio Salim Hissa Filho;Jardim Tanay;São Paulo;SP
4858230;Rua;Sapitica;Jardim São Judas Tadeu;São Paulo;SP
4865090;Rua;Forte Augusto;Jardim Iporã;São Paulo;SP
4866175;Rua;Duas Irmãs;Jardim Almeida;São Paulo;SP
4895041;Rua;Doutor Antonio Faria de Miranda;Vila Isabel (Parelheiros);São Paulo;SP
4930170;Rua;José de Oliveira;Jardim Santa Margarida;São Paulo;SP
4962130;Rua;Magna Grécia;Vila do Sol;São Paulo;SP
5061906;;Rua Cerro Corá 199;Vila Romana;São Paulo;SP
5065902;;Rua William Speers 590;Lapa de Baixo;São Paulo;SP
5089050;Rua;Jacinto Kerry Valente;Vila Leopoldina;São Paulo;SP
5119090;Rua;Dinah Silveira de Queiroz;City América;São Paulo;SP
5125001;Rua;Brigadeiro Henrique Fontenelle;Parque São Domingos;São Paulo;SP
5136230;Rua;Durval Fernandes Chaves;Jardim Santo Elias;São Paulo;SP
5145901;;Avenida Raimundo Pereira de Magalhães 1720;Jardim Íris;São Paulo;SP
5159360;Rua;Giovanni Narcisi;Jardim Maristela;São Paulo;SP
5180020;Viela;Dois;Jaraguá;São Paulo;SP
5181490;Rua;General Horta;Jaraguá;São Paulo;SP
5183180;Rua;Gaetano Gioja;Jardim Santa Lucrécia;São Paulo;SP
5183270;Avenida;Chica Luísa;Vila Chica Luisa;São Paulo;SP
5183290;Rua;Carlos Ebolu;Vila Chica Luisa;São Paulo;SP
5184000;Rua;Antônio Cardoso Nogueira;Vila Chica Luisa;São Paulo;SP
5223060;Rua;Carcino;Jardim Adelfiore;São Paulo;SP
5268190;Rua;Lajes Pintadas;Conjunto Residencial Jardim Canaã;São Paulo;SP
5273010;Rua;Elis Regina;Vila dos Palmares;São Paulo;SP
5315000;Rua;Doutor Seidel;Vila Leopoldina;São Paulo;SP
5327020;Rua;José Ferreira Keffer;Parque Continental;São Paulo;SP
5328105;Rua;Carlos Alberto Soares Freitas;Jaguaré;São Paulo;SP
5376180;Rua;Renato de Castro;Vila Antônio;São Paulo;SP
5388060;Rua;Manoel Dias Amaro;Jardim Rio Pequeno;São Paulo;SP
5388150;Rua;Sebastiano Mainardi;Vila Dalva;São Paulo;SP
5422080;Rua;Auriflama;Pinheiros;São Paulo;SP
5435050;Rua;Original;Sumarezinho;São Paulo;SP
5447190;Praça;Jorge Baptista;Vila Beatriz;São Paulo;SP
5451010;Rua;Pedro de Sousa Campos Filho;Vila Madalena;São Paulo;SP
5463040;Rua;Barajuba;Alto de Pinheiros;São Paulo;SP
5515030;Rua;Ladislau Roman;Caxingui;São Paulo;SP
5520300;Avenida;Professor Francisco Morato;Vila Sônia;São Paulo;SP
5528350;Rua;Santa Cruz;Jardim Dracena;São Paulo;SP
5528380;Viela;Santa Brígida;Jardim Dracena;São Paulo;SP
5546140;Rua;Antônio Cardoso Pereira;Jardim Maria Augusta;São Paulo;SP
5574280;Travessa;Arroio Primavera;Conjunto Promorar Raposo Tavares;São Paulo;SP
5574410;Travessa;Cachoeira das Flores;Conjunto Promorar Raposo Tavares;São Paulo;SP
5583120;Rua;Francisco Luz;Jardim Boa Vista (Zona Oeste);São Paulo;SP
5586000;Rua;Iquiririm;Vila Indiana;São Paulo;SP
5588000;Avenida;Engenheiro Heitor Antônio Eiras Garcia;Jardim Esmeralda;São Paulo;SP
5593020;Rua;Célio Manoel Vieira;Jardim Bonfiglioli;São Paulo;SP
5657225;Rua;Francisco José Rodrigues Neto;Jardim Vitória Régia;São Paulo;SP
5711160;Rua;José Novais;Jardim Taboão;São Paulo;SP
5716130;Rua;Ivora;Vila Andrade;São Paulo;SP
5750070;Rua;Benedito Faber;Super Quadra Morumbi;São Paulo;SP
5762260;Rua;Sebastião Martins Pereira;Parque Ipê;São Paulo;SP
5763380;Rua;Francisco Gonzaga;Jardim Piracuama;São Paulo;SP
5805030;Rua;Guimarães Tavares;Jardim São Luís;São Paulo;SP
5820110;Rua;Augusto Fabregas;Jardim Novo Santo Amaro;São Paulo;SP
5821110;Rua;Manuel Filx Fernandes;Parque Santo Antônio;São Paulo;SP
5831010;Rua;Adilson Brito;Chácara Santana;São Paulo;SP
5833030;Avenida;Alberto Vicente Cardoso;Jardim Thomaz;São Paulo;SP
5857550;Rua;Roberto Botelho;Parque Ligia;São Paulo;SP
5866160;Rua;Tomás Campanella;Jardim Clarice;São Paulo;SP
5883260;Rua;Antônio Alzelino Guerra;Jardim do Colégio;São Paulo;SP
6018010;Rua;Paulo Lício Rizzo;Centro;Osasco;SP
6028080;Rua;Benedito Américo de Oliveira;Vila Yara;Osasco;SP
6030130;Rua;José Aristides Jofre;Adalgisa;Osasco;SP
6030314;Alameda;Aroeira Vermelha;Adalgisa;Osasco;SP
6038090;Rua;João Bitencourt;Jardim D'Abril;Osasco;SP
6038270;Rua;Jácomo Sbravatti;Jardim D'Abril;Osasco;SP
6045150;Rua;Doutor Theodoro de Souza Brandão;Novo Osasco;Osasco;SP
6045180;Rua;Nelson Palamin;Novo Osasco;Osasco;SP
6070260;Avenida;Caetano de Campos;Bela Vista;Osasco;SP
6070340;Travessa;Oswald de Andrade;Bela Vista;Osasco;SP
6093902;;Praça Antônio Menk 34;Centro;Osasco;SP
6097060;Praça;Antônio Menk;Centro;Osasco;SP
6124190;Rua;Joaquim Félix Ribeiro;Vila Yolanda;Osasco;SP
6124270;Rua;São Francisco;Vila Yolanda;Osasco;SP
6124320;Rua;Bom Conselho;Vila Yolanda;Osasco;SP
6126000;Avenida;Internacional;Santo Antônio;Osasco;SP
6145100;Rua;Santa Clara;Conceição;Osasco;SP
6150270;Rua;Espedito Izídio Andrade;Metalúrgicos;Osasco;SP
6160002;Avenida;Benedito Alves Turíbio;Padroeira;Osasco;SP
6192000;Avenida;Comandante Sampaio;km 18;Osasco;SP
6226250;Rua;Jasmim Branco;Rochdale;Osasco;SP
6240210;Viela;Geraldo Ribeiro Moreira;Munhoz Júnior;Osasco;SP
6273970;;Avenida Doutor Alberto Jackson Byington 605 Loja 2;Vila Menck;Osasco;SP
6351430;Alameda;Turqueza;Golf Gardens;Carapicuíba;SP
6355010;Rua;Caibi;Jardim Ana Estela;Carapicuíba;SP
6355469;Alameda;Espanha;Residencial Euroville;Carapicuíba;SP
6360280;Rua;Serra dos Órgãos;Jardim Planalto;Carapicuíba;SP
6361170;Rua;Celso Soncini;Vila Gobbi;Carapicuíba;SP
6365675;Rua;Tartário;Jardim Angélica;Carapicuíba;SP
6380170;Rua;São Pedro;Vila Mercês;Carapicuíba;SP
6381310;Rua;Bálsamo;Jardim dos Manacás;Carapicuíba;SP
6386060;Rua;Iperó;Jardim Ângela Maria;Carapicuíba;SP
6410040;Rua;Yen;Jardim dos Camargos;Barueri;SP
6413040;Rua;Jaraguá;Jardim Esperança;Barueri;SP
6422005;Travessa;Ulisses Guimaraes;Jardim Itaquiti;Barueri;SP
6447070;Rua;Jacareí;Jardim Itaparica;Barueri;SP
6503115;Rua;Francisco Gonçalves Pinto;Itaim Mirim;Santana de Parnaíba;SP
6506087;Viela;23;Refúgio dos Bandeirantes;Santana de Parnaíba;SP
6514135;Estrada;Pingo D'Água;Sítio do Rosário;Santana de Parnaíba;SP
6516215;Rua;São Genaro;Engenho Novo;Santana de Parnaíba;SP
6528110;Rua;Hieronimo Gonçalves Meira;Recanto Pereira;Santana de Parnaíba;SP
6537115;Rua;Ernesto de Fiori;Colinas da Anhangüera;Santana de Parnaíba;SP
6542040;Alameda;São Carlos;Alphaville;Santana de Parnaíba;SP
6543085;Alameda;Bali;Tamboré;Santana de Parnaíba;SP
6612005;Viela;Martin Hein;Jardim Alvorada;Jandira;SP
6620030;Rua;Manoel Nunes;Vila São Nicolau;Jandira;SP
6622020;Rua;Tóquio;Jardim Sol Nascente;Jandira;SP
6624020;Rua;Francisco de Barros Cobra;Jardim Nossa Senhora de Fátima;Jandira;SP
6624300;Rua;Francisco Tomaz da Silva;Jardim Gabriela I;Jandira;SP
6657430;Rua;Serra das Araras;Jardim Rosemary;Itapevi;SP
6665120;Rua;Catuama;Conjunto Habitacional - Setor A;Itapevi;SP
6683000;Rodovia;Engenheiro Renê Benedito da Silva;São João;Itapevi;SP
6683525;Rua;Guilhermina Coelho;Parque Mira Flores;Itapevi;SP
6700170;Avenida;Professor Joaquim Barreto;Centro;Cotia;SP
6702335;Rua;das Poesias;Jardim Nova Vida;Cotia;SP
6704762;Rua;Juruá;Granja Carneiro Viana;Cotia;SP
6706205;Rua;Águas Verdes;Granja Viana II;Cotia;SP
6708170;Rua;Lúcia;Parque São George;Cotia;SP
6709660;Rua;Áries;Palos Verdes;Cotia;SP
6716240;Rua;Guarantã;Jardim Barro Branco;Cotia;SP
6716580;Estrada;do Capuava;Jardim Sabiá;Cotia;SP
6719660;Rua;Índia;Outeiro de Passárgada;Cotia;SP
6720150;Rua;Lamartine Babo;Parque Mirante da Mata;Cotia;SP
6721507;Rua;Mário Andreatini;da Graça;Cotia;SP
6726465;Rua;Malvina Maria de Oliveira;Água Espraiada (Caucaia do Alto);Cotia;SP
6726670;Alameda;Andrea;Parque Doutor Mendonça Cortez(Caucaia do Alto);Cotia;SP
6727186;Rua;Joaquim Pires de Oliveira;Centro (Caucaia do Alto);Cotia;SP
6729990;;Estrada da Capelinha 8917;Terra de São Felipe (Caucaia do Alto);Cotia;SP
6754904;;Rua Ernesto Capelari 245;Parque Santos Dumont;Taboão da Serra;SP
6756430;Rua;África;Parque Monte Alegre;Taboão da Serra;SP
6766400;Rua;Durvalina Firmino Alves;Jardim Irapua;Taboão da Serra;SP
6767010;Rua;João Batista da Fonseca;Parque Pinheiros;Taboão da Serra;SP
6773330;Rua;Maria Rita Assunção Ferreira;Jardim Sílvio Sampaio;Taboão da Serra;SP
6785525;Alameda;Rodrigo Monteiro;Jardim São Luiz;Taboão da Serra;SP
6787595;Rua;João Reis Lacerda;Jardim Saint Moritz;Taboão da Serra;SP
6803005;Rua;Domingos de Paschoal;Tingidor;Embu das Artes;SP
6803903;;Avenida Elias Yazbek 2608;Centro;Embu das Artes;SP
6805240;Rua;do Portal;Moinho Velho;Embu das Artes;SP
6806025;Rua;José Marcelino da Silva;Jardim de Lourdes;Embu das Artes;SP
6807040;Rua;Criciúma;Jardim Vista Alegre;Embu das Artes;SP
6807817;Viela;Caxinguelê;Jardim Vista Alegre;Embu das Artes;SP
6814165;Rua;Augusto de Almeida Batista;Jardim São Marcos;Embu das Artes;SP
6814555;Rua;Augusto de Almeida Batista;Jardim do Colégio;Embu das Artes;SP
6820060;Rua;Júlio Mesquita;Jardim Fabiana;Embu das Artes;SP
6835020;Rua;Monte Azul;Jardim Pinheiros;Embu das Artes;SP
6835516;Viela;Santa Zita;Jardim Santo Antônio;Embu das Artes;SP
6843463;Rua;Tupiniquins;Chácaras Lidia;Embu das Artes;SP
6851360;Rua;José Antônio da Silva Júnior;Jardim Sampaio;Itapecerica da Serra;SP
6859090;Avenida;das Nações;Olaria;Itapecerica da Serra;SP
6866200;Rua;Apucarana;Parque Jandaia;Itapecerica da Serra;SP
6867520;Rua;Marabá;Jardim Santa Júlia;Itapecerica da Serra;SP
6880101;Estrada;Maria Cintra Domingues;Aldeinha;Itapecerica da Serra;SP
6886505;Rua;José Silvério da Silva;Potuverá;Itapecerica da Serra;SP
7021010;Rua;Marcolina Moreira;Vila Pedro Moreira;Guarulhos;SP
7025130;Rua;Augusta;Vila Augusta;Guarulhos;SP
7031180;Rua;Assis;Vila da Fábrica;Guarulhos;SP
7031240;Rua;Pedro Perella;Vila Adelaide Perella;Guarulhos;SP
7031280;Rua;Soldado Antônio Mathias Camargo;Ponte Grande;Guarulhos;SP
7032310;Viela;Garuva;Ponte Grande;Guarulhos;SP
7033252;Viela;Monte Horebe;Jardim Munhoz;Guarulhos;SP
7042160;Viela;Lages;Vila Flora;Guarulhos;SP
7050170;Rua;Urutaí;Vila Capitão Rabelo;Guarulhos;SP
7052130;Travessa;Leon Diniz;Cidade Brasil;Guarulhos;SP
7053010;Rua;Peri Mirim;Jardim Leblon;Guarulhos;SP
7075125;Rua;Celeste Fernandes Dalphorno;Jardim Rosana;Guarulhos;SP
7075161;Viela;Paulo Faria;Jardim Rosana;Guarulhos;SP
7075430;Rua;Treze;Jardim dos Cardoso;Guarulhos;SP
7083110;Rua;Araguacema;Jardim Paulista;Guarulhos;SP
7083350;Rua;Três Fronteiras;Jardim Betel;Guarulhos;SP
7084320;Rua;Carlos Rodrigues;Parque Continental II;Guarulhos;SP
7094070;Rua;Camila Martins dos Santos;Vila São Paulo;Guarulhos;SP
7096130;Rua;Segundo-Tenente Ary Rauen;Jardim Santa Mena;Guarulhos;SP
7096232;Praça;Cabo Eutrópio Wilhelm de Freitas;Jardim Santa Mena;Guarulhos;SP
7122091;Parque Municipal;Onofre Miranda Neto;Jardim Bom Clima;Guarulhos;SP
7130450;Praça;Rubil de Almeida Barbosa;Vila Flórida;Guarulhos;SP
7130543;Rua;Dois;Residencial Cerconi;Guarulhos;SP
7131130;Viela;São Gonçalo do Abaeté;Jardim São Paulo;Guarulhos;SP
7133060;Rua;São João do Oriente;Jardim Bela Vista;Guarulhos;SP
7135383;Rua;Pedro Paulo de Medeiros;Parque Continental;Guarulhos;SP
7140340;Rua;Espírito Santo Dourado;Jardim Marilena;Guarulhos;SP
7142060;Viela;Pinhal;Jardim São Domingos;Guarulhos;SP
7142680;Rua;Elisa Premier;Jardim Dona Meri;Guarulhos;SP
7144430;Rua;do Cacau;Recreio São Jorge;Guarulhos;SP
7150050;Avenida;Mônaco;Cidade Seródio;Guarulhos;SP
7151760;Rua;Lagoa das Pedras;Jardim Lenize;Guarulhos;SP
7152211;Viela;Cerro Corá;Parque Santos Dumont;Guarulhos;SP
7152560;Viela;Teerã;Parque Santos Dumont;Guarulhos;SP
7154210;Rua;João Alves de Souza Reis Filho;Jardim Fortaleza;Guarulhos;SP
7160222;Rua;Iacri;Jardim Jade;Guarulhos;SP
7160240;Rua;Jefe;Jardim Cristina;Guarulhos;SP
7161456;Rua;Tabocas;Cidade Soberana;Guarulhos;SP
7172330;Viela;Oliveira;Jardim Presidente Dutra;Guarulhos;SP
7176458;Rua;Resende Costa;Vila Nova Bonsucesso;Guarulhos;SP
7177010;Rua;Una;Jardim Fátima;Guarulhos;SP
7178700;Rua;Nove;Residencial e Comercial Guarulhos;Guarulhos;SP
7179333;Rua;da Mina;Jardim Ponte Alta I;Guarulhos;SP
7195030;Rua;Itália;Jardim São Francisco;Guarulhos;SP
7197190;Rua;Doutor Wenceslau Brás;Macedo;Guarulhos;SP
7224030;Rua;Sume;Cidade Industrial Satélite de São Paulo;Guarulhos;SP
