CEP;Tipo_Logradouro;Logradouro;Bairro;Cidade;UF
72275156;Quadra;CNR 1 Conjunto C;Ceilândia Norte (Ceilândia);Brasília;DF
72275160;Quadra;CNR 1 Conjunto E;Ceilândia Norte (Ceilândia);Brasília;DF
72302108;Quadra;QR 106 Conjunto 8;Samambaia Sul (Samambaia);Brasília;DF
72304105;Quadra;QN 122 Conjunto 5;Samambaia Sul (Samambaia);Brasília;DF
72306804;Quadra;QR 310 Conjunto 4;Samambaia Sul (Samambaia);Brasília;DF
72307109;Quadra;QR 311 Conjunto 2A;Samambaia Sul (Samambaia);Brasília;DF
72309205;Quadra;QN 321 Conjunto E;Samambaia Sul (Samambaia);Brasília;DF
72310004;Quadra;QN 320 Conjunto 4;Samambaia Sul (Samambaia);Brasília;DF
72312102;Quadra;QR 506 Conjunto 2;Samambaia Sul (Samambaia);Brasília;DF
72312201;Quadra;QN 508 Conjunto 1;Samambaia Sul (Samambaia);Brasília;DF
72312613;Quadra;QR 510 Conjunto 12;Samambaia Sul (Samambaia);Brasília;DF
72314706;Área;ADE Conjunto 6;Samambaia Sul (Samambaia);Brasília;DF
72315104;Quadra;QR 515 Conjunto 4;Samambaia Sul (Samambaia);Brasília;DF
72315536;Quadra;QS 515 Conjunto F;Samambaia Sul (Samambaia);Brasília;DF
72316001;Quadra;QR 206 Conjunto 1;Samambaia Norte (Samambaia);Brasília;DF
72318560;Quadra;QN 406;Samambaia Norte (Samambaia);Brasília;DF
72319004;Quadra;QR 401 Conjunto 4;Samambaia Norte (Samambaia);Brasília;DF
72319010;Quadra;QR 401 Conjunto 10;Samambaia Norte (Samambaia);Brasília;DF
72319571;Quadra;QS 405 Conjunto A;Samambaia Norte (Samambaia);Brasília;DF
72320011;Quadra;QR 410 Conjunto 10;Samambaia Norte (Samambaia);Brasília;DF
72333516;Quadra;QS 617 Conjunto P;Samambaia Norte (Samambaia);Brasília;DF
72339116;Quadra;QR 827 Conjunto 1;Samambaia Norte (Samambaia);Brasília;DF
72341000;Quadra;Quadra 201;Samambaia Norte (Samambaia);Brasília;DF
72405135;Área;Especial Lado Leste;Setor Central (Gama);Brasília;DF
72415205;Quadra;Quadra 4 Conjunto E;Setor Sul (Gama);Brasília;DF
72415503;Quadra;Quadra 10 Conjunto C;Setor Sul (Gama);Brasília;DF
72500406;Quadra;QR 100 Conjunto C-1;Santa Maria;Brasília;DF
72502501;Quadra;QR 302 Conjunto A;Santa Maria;Brasília;DF
72506413;Quadra;QR 206 Área Especial 1;Santa Maria;Brasília;DF
72507403;Quadra;QR 207 Conjunto C;Santa Maria;Brasília;DF
72508246;Quadra;CL 408 Bloco F;Santa Maria;Brasília;DF
72535200;Quadra;QC 1 Conjunto T;Santa Maria;Brasília;DF
72544410;Quadra;QR 214 Conjunto J;Santa Maria;Brasília;DF
72579230;Chácara;Chácara 23;Condomínio Chácaras Ana Maria (Santa Maria);Brasília;DF
72600314;Quadra;Quadra 103 Conjunto 9;Recanto das Emas;Brasília;DF
72602222;Quadra;Quadra 110 Área Especial 3;Recanto das Emas;Brasília;DF
72610501;Quadra;Quadra 205 Conjunto 1;Recanto das Emas;Brasília;DF
72610535;Avenida;Recanto Quadra 205;Recanto das Emas;Brasília;DF
72621202;Quadra;Quadra 305 Conjunto 1-A;Recanto das Emas;Brasília;DF
72660136;Quadra;Quadra 509 Conjunto 9;Recanto das Emas;Brasília;DF
72660339;Quadra;Quadra 511 Conjunto 13;Recanto das Emas;Brasília;DF
72669301;Condomínio;Residencial Buritis Quadra A;Recanto das Emas;Brasília;DF
72715015;Quadra;Quadra 1 Rua E;Setor Sul (Brazlândia);Brasília;DF
72736000;Quadra;Quadra 36;Vila São José (Brazlândia);Brasília;DF
72812150;Rua;Doutor Dias Maciel;Rosário;Luziânia;GO
72812565;Rua;2 de Julho;SHIS;Luziânia;GO
72816220;Rua;22;Jardim Luzília;Luziânia;GO
72821480;Quadra;Quadra 323;Parque Estrela Dalva IV;Luziânia;GO
72821510;Quadra;Quadra 329;Parque Estrela Dalva IV;Luziânia;GO
72823568;Quadra;Quadra 23;Parque Paulistano Gleba A;Luziânia;GO
72830210;Avenida;1;Parque Estrela Dalva VII;Luziânia;GO
72833506;Quadra;Quadra 6;Parque Desportivo Brasília (Roosevelt);Luziânia;GO
72833610;Quadra;Quadra 110;Parque Desportivo Brasília (Roosevelt);Luziânia;GO
72833615;Quadra;Quadra 115;Parque Desportivo Brasília (Roosevelt);Luziânia;GO
72833661;Quadra;Quadra 161;Parque Desportivo Brasília (Roosevelt);Luziânia;GO
72851355;Rua;16;Parque Nova Iguaçu;Luziânia;GO
72851610;Rua;Marginal;Jardim Planalto;Luziânia;GO
72851640;Rua;28;Jardim Planalto;Luziânia;GO
72853133;Quadra;Quadra 133;Parque Estrela Dalva IX;Luziânia;GO
72853390;Quadra;Quadra 390;Parque Estrela Dalva IX;Luziânia;GO
72856550;Quadra;Quadra 550;Parque Estrela Dalva X;Luziânia;GO
72856652;Quadra;Quadra 652;Parque Estrela Dalva X;Luziânia;GO
72856726;Quadra;Quadra 726;Parque Estrela Dalva X;Luziânia;GO
72860006;Conjunto;02 HI Rua 6;Núcleo Habitacional Novo Gama;Novo Gama;GO
72860054;Conjunto;06 HI Rua 4;Núcleo Habitacional Novo Gama;Novo Gama;GO
72860582;Quadra;Quadra 619;Parque Estrela Dalva VI (Pedregal);Novo Gama;GO
72861103;Quadra;Quadra 26;Chácaras Araguaia;Novo Gama;GO
72862619;Quadra;Quadra 19;Loteamento Lunabel 3C;Novo Gama;GO
72865148;Quadra;Quadra 148;Jardim Lago Azul;Novo Gama;GO
72865310;Quadra;Quadra 10;Jardim Tropical;Novo Gama;GO
72870040;Rua;M;Parque Rio Branco;Valparaíso de Goiás;GO
72870630;Rua;14;Cruzeiro do Sul;Valparaíso de Goiás;GO
72871101;Rua;101;Jardim Céu Azul;Valparaíso de Goiás;GO
72871655;Quadra;Quadra 12;Setor de Chácaras Anhangüera C;Valparaíso de Goiás;GO
72872368;Rua;72;Pacaembu;Valparaíso de Goiás;GO
72876108;Bloco;Setor Comercial Bloco D;Valparaiso I - Etapa B;Valparaíso de Goiás;GO
72880730;Quadra;SQ 19 Quadra 20;Centro;Cidade Ocidental;GO
72883331;Quadra;Quadra 141;Morada das Garças;Cidade Ocidental;GO
72883382;Quadra;Quadra 123;Morada das Garças;Cidade Ocidental;GO
72890141;Quadra;Quadra 48;Residencial Villa Suiça;Cidade Ocidental;GO
72897332;Condomínio;Alphaville Residencial 3 Quadra AM;Alphaville Brasília;Cidade Ocidental;GO
72899970;;Quadra 2 Lote J;Centro;Jardim ABC de Goiás (Cidade Ocidental);GO
72900462;Quadra;Quadra 128;Centro;Santo Antônio do Descoberto;GO
72902230;Quadra;Quadra 16;Jardim Ana Beatriz I;Santo Antônio do Descoberto;GO
72902464;Quadra;Quadra 221;Parque Estrela Dalva XVI;Santo Antônio do Descoberto;GO
72903006;Quadra;Quadra 247;Parque Estrela Dalva XVII;Santo Antônio do Descoberto;GO
72903062;Quadra;Quadra 275;Parque Estrela Dalva XVII;Santo Antônio do Descoberto;GO
72911226;Quadra;54 Conjunto A;Parque da Barragem Setor 01;Águas Lindas de Goiás;GO
72912421;Quadra;Quadra 35;Jardim Guaíra II;Águas Lindas de Goiás;GO
72915286;Quadra;Quadra 23;Jardim dos Pinheiros;Águas Lindas de Goiás;GO
72917260;Quadra;Quadra 55;Condomínio Residencial Embaixador;Águas Lindas de Goiás;GO
72920070;Quadra;Quadra 24;Jardim da Barragem I;Águas Lindas de Goiás;GO
72920100;Quadra;Quadra 32;Jardim da Barragem II;Águas Lindas de Goiás;GO
72920376;Quadra;Quadra 59;Jardim da Barragem IV;Águas Lindas de Goiás;GO
72925768;Quadra;125 Conjunto B;Parque da Barragem Setor 16;Águas Lindas de Goiás;GO
72927800;Quadra;Quadra 22;Recanto da Barragem;Águas Lindas de Goiás;GO
73015306;Quadra;Quadra 2 Conjunto C-6;Sobradinho;Brasília;DF
73031615;Quadra;Quadra 5 Comércio Local 6;Sobradinho;Brasília;DF
73050003;Quadra;Quadra 14 Área Especial 02;Sobradinho;Brasília;DF
73050608;Área Especial;Área Especial para Indústria 10 Lote 9;Sobradinho;Brasília;DF
73092911;;Rodovia DF-425 Km 4;Setor Habitacional Contagem (Sobradinho);Brasília;DF
73130900;;Rodovia BR-020 km 12;Alto da Boa Vista (Sobradinho);Brasília;DF
73270435;Condomínio;Uberaba Conjunto E;Nova Colina (Sobradinho);Brasília;DF
73307992;;Rodovia DF-205 km 03 (Acesso P/Rod.DF-345 BSB S João D'Aliança);-;Brasília;DF
73330042;Avenida;Salvador Coelho;Setor Tradicional (Planaltina);Brasília;DF
73340531;Quadra;EQ 6 Área Especial 1;Jardim Roriz (Planaltina);Brasília;DF
73340612;Quadra;Quadra 6 Conjunto 6L;Jardim Roriz (Planaltina);Brasília;DF
73358750;Quadra;Quadra 27 Conjunto J;Setor Residencial Leste (Planaltina);Brasília;DF
73360407;Quadra;Quadra 4 Conjunto G;Setor Residencial Leste (Planaltina);Brasília;DF
73366773;Conjunto;A;Portal do Amanhecer III (Planaltina);Brasília;DF
73370056;Conjunto;Residencial 56;Vale do Amanhecer (Planaltina);Brasília;DF
73380750;Condomínio;Residencial Nova Planaltina;Setor Residencial Mestre D'Armas (Planaltina);Brasília;DF
73401427;Módulo;Módulo 10;Estância Mestre D'Armas IV (Planaltina);Brasília;DF
73401821;Módulo;Módulo H;Estância Mestre D'Armas II (Planaltina);Brasília;DF
73750089;Quadra;5 MR 9;Setor Oeste;Planaltina;GO
73752093;Quadra;6 MR 4;Setor Leste;Planaltina;GO
73752137;Quadra;7 AE;Setor Leste;Planaltina;GO
73752162;Setor;de Mansões Quadra 49;Setor Leste;Planaltina;GO
73752419;Quadra;Quadra 9;Santa Rita;Planaltina;GO
73754031;Quadra;QR 31;Itapuã I;Planaltina;GO
73754032;Quadra;QR 32;Itapuã I;Planaltina;GO
73754041;Quadra;QR 41;Itapuã I;Planaltina;GO
73755012;Quadra;Quadra 12;Jardim Paquetá I;Planaltina;GO
73756048;Quadra;Quadra 48;Jardim das Paineiras;Planaltina;GO
73802451;Via;9;Setor Sul;Formosa;GO
73808765;Rua;10;Setor Bela Vista;Formosa;GO
73813880;Alameda;Boa Ventura;Parque Lago;Formosa;GO
73815200;Rua;Rua 47;Parque São Francisco;Formosa;GO
74045060;Rua;57;Setor Central;Goiânia;GO
74050100;Avenida;Goiás;Setor Central;Goiânia;GO
74063420;Rua;305;Setor Norte Ferroviário;Goiânia;GO
74093200;Rua;131;Setor Sul;Goiânia;GO
74210090;Rua;T 39 C;Setor Bueno;Goiânia;GO
74265020;Avenida;C 2;Jardim América;Goiânia;GO
74310320;Avenida;T 9;Vila Bela;Goiânia;GO
74330045;Rua;Florença;Jardim Europa;Goiânia;GO
74330400;Rua;Colônia;Jardim Europa;Goiânia;GO
74350390;Rua;F 46;Setor Faiçalville;Goiânia;GO
74350835;Rua;Presidente Somoza;Setor Faiçalville;Goiânia;GO
74354020;Rua;27-B;Setor Garavelo;Goiânia;GO
74354300;Rua;Brasil;Setor Grajaú;Goiânia;GO
74356667;Rua;RC 16 A;Residencial Real Conquista;Goiânia;GO
74360350;Rua;Lima Barreto;Jardim Vila Boa;Goiânia;GO
74369110;Rua;Madri 19;Jardins Madri;Goiânia;GO
74371106;Rua;Maria Carolina de Jesus;Residencial Talismã;Goiânia;GO
74371420;Rua;MDV 9;Moinho dos Ventos;Goiânia;GO
74375670;Rua;do Ouro;Parque Oeste Industrial;Goiânia;GO
74390700;Rua;Padre Rodolfo Tellmana;Cidade Jardim;Goiânia;GO
74392040;Rua;EF 2;Jardim Eli Forte;Goiânia;GO
74393200;Rua;FP 20;Recreio do Funcionário Público;Goiânia;GO
74393404;Rua;RV 13;Parque Santa Rita;Goiânia;GO
74395740;Rua;das Margaridas;Residencial Santa Fé I;Goiânia;GO
74403140;Rua;11;Setor Castelo Branco;Goiânia;GO
74420160;Rua;Inhumas;Industrial Mooca;Goiânia;GO
74425122;Rua;Vinte e Um de Março;Vila Santo Afonso;Goiânia;GO
74433240;Rua;dos Alpes;Esplanada do Anicuns;Goiânia;GO
74450380;Rua;Almeida Lara;Capuava;Goiânia;GO
74455015;Rua;Itororó;São Francisco;Goiânia;GO
74461220;Rua;Abcília Francisca Caetano;Jardim Clarissa;Goiânia;GO
74463410;Rua;São Paulo;Setor Santos Dumont;Goiânia;GO
74463520;Rua;8-B;Setor Santos Dumont;Goiânia;GO
74470549;Rua;SV 31;Residencial Solar Ville;Goiânia;GO
74474316;Rua;RB 5 A;Residencial Recanto do Bosque;Goiânia;GO
74474325;Rua;RB 11 A;Residencial Recanto do Bosque;Goiânia;GO
74477132;Rua;BF 29 B;Floresta;Goiânia;GO
74477158;Rua;BF 34;Floresta;Goiânia;GO
74477239;Rua;CP 53;Conjunto Primavera;Goiânia;GO
74477718;Via de Acesso;9;Fazenda São Domingos - Conjunto Residencial Terra ;Goiânia;GO
74480010;Rua;VMA 9;Vila Mutirão II;Goiânia;GO
74482510;Via;de Acesso 6;Conjunto Residencial Costa Verde;Goiânia;GO
74483150;Rua;Campos Sales;Parque Industrial João Braz;Goiânia;GO
74483450;Praça;Paris;Parque Industrial João Braz;Goiânia;GO
74484010;Avenida;Gabriel Henrique de Araújo;Araguaia Park;Goiânia;GO
74485570;Rua;Lisieux;Jardim Mirabel;Goiânia;GO
74485695;Rua;José L. de A. Neto;Setor Maysa Extensão;Goiânia;GO
74485700;Rua;Ceres;Setor Maysa Extensão;Goiânia;GO
74486470;Avenida;Santa Maria;Condomínio Residencial Santa Rita;Goiânia;GO
74490275;Rua;ELO 11;Parque Eldorado Oeste;Goiânia;GO
74490430;Rua;VA 21;Conjunto Vera Cruz;Goiânia;GO
74491513;Rua;Lotus;Residencial Jardins do Cerrado 4;Goiânia;GO
74491709;Rua;JC 318;Residencial Jardins do Cerrado 10;Goiânia;GO
74493230;Rua;VC 5;Conjunto Vera Cruz;Goiânia;GO
74553490;Rua;Cristóvão Colombo;Vila Vera Cruz;Goiânia;GO
74565210;Rua;Vitória;Setor Urias Magalhães;Goiânia;GO
74583510;Rua;F 2;Residencial Recreio Panorama Extensão;Goiânia;GO
74583760;Rua;JGO 9;Jardim Gramado;Goiânia;GO
74595264;Rua;FL 12;Parque das Flores;Goiânia;GO
74610171;Rua;251-A;Setor Leste Universitário;Goiânia;GO
74633375;Travessa;2;Vila Colemar Natal e Silva;Goiânia;GO
74655195;Rua;230;Vila Fróes;Goiânia;GO
74663260;Rua;dos Diamantes;Setor Goiânia 2;Goiânia;GO
74663515;Rua;das Margaridas;Setor Goiânia 2;Goiânia;GO
74665110;Avenida;Boulevard das Esmeraldas;Setor Goiânia 2;Goiânia;GO
74675360;Rua;Guarani;Jardim Guanabara;Goiânia;GO
74680015;Rua;dos Jerivás;Residencial Aldeia do Vale;Goiânia;GO
74691285;Rua;Visconde de Mauá;Sítios de Recreio Mansões do Campus;Goiânia;GO
74691550;Rodovia;GO-080;Condomínio Parque dos Cisnes;Goiânia;GO
74740230;Rua;dos Peixes;Conjunto Residencial Aruanã I;Goiânia;GO
74740590;Rua;9;Jardim Brasil;Goiânia;GO
74770010;Avenida;Ademar de Barros;Vila Pedroso;Goiânia;GO
74783201;Rodovia;GO-010;Chácaras Ipanema;Goiânia;GO
74805580;Rua;15;Jardim Goiás - Área I;Goiânia;GO
74810095;Rua;49;Jardim Goiás;Goiânia;GO
74815130;Alameda;Itajubá;Vila Alto da Glória;Goiânia;GO
74820025;Via;Marginal Botafogo;Setor Pedro Ludovico;Goiânia;GO
74825010;Alameda;Alfredo Lopes de Morais;Setor Pedro Ludovico;Goiânia;GO
74845330;Rua;G 2;Vila Redenção;Goiânia;GO
74845900;;Rodovia BR-153 Km 6;Vila Redenção;Goiânia;GO
74850040;Avenida;Segunda Radial;Vila Redenção;Goiânia;GO
74870251;Rua;Manoel Barbosa Damasceno;Chácara do Governador;Goiânia;GO
74885780;Rua;dos Lírios;Jardins Milão;Goiânia;GO
74888040;Rua;RB 10;Residencial Recanto dos Buritis;Goiânia;GO
74890260;Rua;10 Unidade 203;Parque Atheneu;Goiânia;GO
74910790;Rua;EM 37;Villasul;Aparecida de Goiânia;GO
74919230;Rua;30;Jardim Bonança;Aparecida de Goiânia;GO
74919353;Rua;Benedito Justino;Jardim Transbrasiliano;Aparecida de Goiânia;GO
74919371;Rua;Sabine Bufaical Brandão;Vila Maria;Aparecida de Goiânia;GO
74921198;Rodovia;Antiga GO-352;Parque Trindade;Aparecida de Goiânia;GO
74923005;Rua;Skyny;Conjunto Mabel;Aparecida de Goiânia;GO
74923051;Rua;05:00;Chácaras São Pedro;Aparecida de Goiânia;GO
74936090;Rua;H 57;Cidade Vera Cruz;Aparecida de Goiânia;GO
74940200;Rua;101;Itapoã;Aparecida de Goiânia;GO
74942050;Rua;Paquetá;Jardim Buriti Sereno;Aparecida de Goiânia;GO
74943610;Rua;México;Jardim Buriti Sereno;Aparecida de Goiânia;GO
74944020;Rua;Alagoas;Jardim Buriti Sereno;Aparecida de Goiânia;GO
74945270;Alameda;Onze de Novembro;Goiânia Park Sul;Aparecida de Goiânia;GO
74946630;Rua;das Matas;Residencial Norte Sul;Aparecida de Goiânia;GO
74959228;Rua;Cristal;Parque Hayala;Aparecida de Goiânia;GO
74965340;Rua;133;Jardim São Conrado;Aparecida de Goiânia;GO
74966020;Rua;51A;Independência - 3º Complemento;Aparecida de Goiânia;GO
74967480;Avenida;Dona Maria Marques de Abreu;Independência - 2º Complemento;Aparecida de Goiânia;GO
74982220;Rua;Monsueto Viana;Jardim Cristal;Aparecida de Goiânia;GO
74983620;Avenida;Sílvio de Castro Ribeiro;Parque Karajá;Aparecida de Goiânia;GO
74983719;Rua;dos Xerentes;Setor Pampulha;Aparecida de Goiânia;GO
74988175;Rua;Conde dos Arcos;Parque Montreal;Aparecida de Goiânia;GO
74988808;Rua;Elviro Cabral;Real Grandeza - 2ª Etapa;Aparecida de Goiânia;GO
74990430;Rua;Wanderley Schmaltz;Rosa dos Ventos;Aparecida de Goiânia;GO
75044040;Rua;Osvaldo Cruz;Frei Eustáquio;Anápolis;GO
75054773;Rua;Pindaíba;Residencial Aldeia dos Sonhos;Anápolis;GO
75063320;Avenida;9;Conjunto Mirage;Anápolis;GO
75074230;Rua;24;Recanto do Sol;Anápolis;GO
75075360;Rua;9;Boa Vista;Anápolis;GO
75084140;Rua;Dona Carime;São Carlos;Anápolis;GO
75085697;Rua;24;Residencial Vale do Sol;Anápolis;GO
75090130;Avenida;Pinheiro;Gran Ville;Anápolis;GO
75090575;Rua;JP 44;Jardim Primavera 2ª Etapa;Anápolis;GO
75091295;Rua;Geny Cury;Residencial Santo Antônio;Anápolis;GO
75095390;Rua;Pedro Antônio Oliveira;Parque Residencial Ander;Anápolis;GO
75095630;Rua;4;Lourdes;Anápolis;GO
75096686;Rua;D;Vila dos Sargentos;Anápolis;GO
75101430;Rua;Maria Constante;Setor Summerville;Anápolis;GO
75110430;Avenida;Madre Maria dos Anjos;Jundiaí;Anápolis;GO
75114350;Rua;13;JK Parque Industrial Nova Capital;Anápolis;GO
75132120;Viela;VP 5D;Distrito Agroindustrial de Anápolis;Anápolis;GO
75133858;Rua;das Oliveiras;Residencial Cidade Industrial;Anápolis;GO
75140615;Travessa;A;Parque Michel;Anápolis;GO
75143100;Rua;Jordânia;Jardim Nações Unidas;Anápolis;GO
75143260;Rua;Alberico Borges;Jardim Santana;Anápolis;GO
75143300;Rua;Francisco Cardoso;Jardim Santana;Anápolis;GO
75513070;Rua;Panamá;Jardim Liberdade;Itumbiara;GO
75513564;Rua;Panamá;Residencial Morada do Sol;Itumbiara;GO
75515305;Rua;Araguari;Setor Santa Rita;Itumbiara;GO
75522190;Rua;Túlio Sérgio;Setor Nova Aurora;Itumbiara;GO
75526180;Rua;21;Setor Paranaíba;Itumbiara;GO
75532040;Avenida;Santos Dumont;Setor Novo Horizonte;Itumbiara;GO
75533460;Rua;G;Vila Vitória;Itumbiara;GO
75535030;Avenida;José Martins Miranda;Setor Dona Marolina;Itumbiara;GO
75711610;Rua;15 de Outubro;Loteamento Jardim Paraíso;Catalão;GO
75712360;Rua;604;Monsenhor Souza;Catalão;GO
75800047;Rua;José Carvalho Bastos;Centro;Jataí;GO
75800095;Rua;Caiaponia;Vila Santa Maria;Jataí;GO
75802202;Avenida;Sebastião Herculano de Souza;Setor Industrial;Jataí;GO
75804333;Alameda;Marechal Rondon;Setor José Bento;Jataí;GO
75805025;Rua;Santos Dumont;Setor Aeroporto;Jataí;GO
75805735;Rua;PS 6;Residencial Portal do Sol - 1ª Etapa;Jataí;GO
75806170;Avenida;Caiaponia;Santa Terezinha;Jataí;GO
75807130;Rua;6;Vila das Palmeiras;Jataí;GO
75807250;Avenida;Nossa Senhora da Aparecida;Setor Jacutinga;Jataí;GO
75900067;Rua;12A;Jardim América Prolongamento A;Rio Verde;GO
75901515;Rua;Comendador Leão;Vila Morais;Rio Verde;GO
75902639;Rua;12A;Vila Rosalina;Rio Verde;GO
75905313;Rua;20;Vila Maria;Rio Verde;GO
75906140;Travessa;Júlio Emerich;Vila Amália;Rio Verde;GO
75906346;Rua;11;Maristela;Rio Verde;GO
75906427;Rua;31;Vila Baylão;Rio Verde;GO
75906488;Rua;25;Jardim Bela Vista;Rio Verde;GO
75909575;Rua;1;Residencial Parque dos Ipês;Rio Verde;GO
75909812;Avenida;Green Park;Residencial Solar dos Ataídes 1ª Etapa;Rio Verde;GO
75910036;Rua;do Mogno;Residencial Veneza;Rio Verde;GO
75913010;Rua;Villa 7;Vila Miafiori;Rio Verde;GO
75930000;;Maurilândia;-;Maurilândia;GO
75960970;;Rua Rosa Guimarães 52-B Quadra 75 Lote L;Setor Central;Acreúna;GO
76670000;;Heitoraí;-;Heitoraí;GO
76801322;Travessa;Aimoré;Olaria;Porto Velho;RO
76801683;Rua;Vera Cruz;São Sebastião;Porto Velho;RO
76803488;Avenida;Lauro Sodré;Costa e Silva;Porto Velho;RO
76803812;Rua;José Galvão;São João Bosco;Porto Velho;RO
76804412;Rua;Alexandre Guimarães;Mato Grosso;Porto Velho;RO
76805728;Travessa;Silas Shockness;Triângulo;Porto Velho;RO
76807448;Beco;da Paz;Nova Floresta;Porto Velho;RO
76808122;Rua;Caetano;Caladinho;Porto Velho;RO
76808204;Rua;Ivan Marrocos;Caladinho;Porto Velho;RO
76811298;Rua;Manoel Lucindo;Castanheira;Porto Velho;RO
76811606;Rua;Brasil;Castanheira;Porto Velho;RO
76812050;Rua;Piraíba;Lagoa;Porto Velho;RO
76812370;Rua;Canárias;Três Marias;Porto Velho;RO
76812899;Avenida;Mamoré;Três Marias;Porto Velho;RO
76820136;Rua;Dom Pedro II;Nova Porto Velho;Porto Velho;RO
76820148;Avenida;José Vieira Caúla;Nova Porto Velho;Porto Velho;RO
76820486;Rua;Lucine Pinheiro;Flodoaldo Pontes Pinto;Porto Velho;RO
76824356;Rua;Ananias Ferreira de Andrade;Igarapé;Porto Velho;RO
76829386;Rua;Plácido de Castro;Juscelino Kubitschek;Porto Velho;RO
76870134;Rua;Tucumã;Setor 01;Ariquemes;RO
76870232;Rua;Jatuarana;Áreas Especiais;Ariquemes;RO
76873642;Avenida;Machadinho;Setor 06;Ariquemes;RO
76873782;Rua;Villa Lobos;Setor 11;Ariquemes;RO
76874050;Travessa;Constelação;Rota do Sol;Ariquemes;RO
76875504;Rua;Roma;Residencial Alvorada;Ariquemes;RO
76875774;Rua;Nova Brasilândia;Coqueiral;Ariquemes;RO
76875797;Avenida;Canaã;Parque das Gemas;Ariquemes;RO
76876104;Rua;Washington;Setor 10;Ariquemes;RO
76876224;Rua;Juriti;Setor 09;Ariquemes;RO
76876556;Rua;Paranavaí;Jardim Jorge Teixeira;Ariquemes;RO
76898971;;Avenida Principal 128;Centro;Governador Jorge Teixeira;RO
76900024;Rua;Aluízio Ferreira;Centro;Ji-Paraná;RO
76900781;Rua;Treze de Setembro;Jardim dos Migrantes;Ji-Paraná;RO
76901418;Rua;Nova Esperança;Copas Verdes;Ji-Paraná;RO
76908414;Rua;Luiz Muzambinho;Nova Brasília;Ji-Paraná;RO
76909818;Rua;Maringá;Nossa Senhora de Fátima;Ji-Paraná;RO
76914774;Rua;dos Profetas;Primavera;Ji-Paraná;RO
76956000;;Novo Horizonte do Oeste;-;Novo Horizonte do Oeste;RO
76960246;Avenida;Celestino Rosalino;Jardim Itália I;Cacoal;RO
76963716;Avenida;Cuiabá;Centro;Cacoal;RO
76963818;Rua;Duque de Caxias;Centro;Cacoal;RO
76967489;Avenida;Castelo Branco;Liberdade;Cacoal;RO
77001360;Quadra;305 Norte Rua 27;Plano Diretor Norte;Palmas;TO
77006244;Quadra;AV 206 Norte Avenida LO 4;Plano Diretor Norte;Palmas;TO
77015312;Quadra;207 Sul Alameda 3;Plano Diretor Sul;Palmas;TO
77015690;Quadra;407 Sul Avenida NS 7;Plano Diretor Sul;Palmas;TO
77015767;Quadra;409 Sul Alameda 20;Plano Diretor Sul;Palmas;TO
77016400;Quadra;605 Sul Alameda 1;Plano Diretor Sul;Palmas;TO
77018380;Quadra;1001 Sul Avenida Joaquim Teotonio Segurado;Plano Diretor Sul;Palmas;TO
77019140;Quadra;1105 Sul Alameda 17;Plano Diretor Sul;Palmas;TO
77020036;Quadra;104 Sul Rua SE 4;Plano Diretor Sul;Palmas;TO
77022076;Quadra;606 Sul Alameda Ceschiatti;Plano Diretor Sul;Palmas;TO
77022440;Quadra;712 Sul Alameda 9;Plano Diretor Sul;Palmas;TO
77023340;Quadra;902 Sul Avenida Joaquim Teotônio Segurado;Plano Diretor Sul;Palmas;TO
77024700;Quadra;1304 Sul Rua 11;Plano Diretor Sul;Palmas;TO
77024720;Quadra;1404 Sul Avenida LO 31;Plano Diretor Sul;Palmas;TO
77026020;Quadra;Orla 14 Alameda 3;Graciosa - Orla 14;Palmas;TO
77060758;Rua;Pará;Jardim Paulista (Taquaralto);Palmas;TO
77064750;Rua;Erlinda Neiva Ayres;Setor Sol Nascente (Taquaralto);Palmas;TO
77413400;Rua;P;Jardim das Palmeiras;Gurupi;TO
77413460;Rua;C;Vila Iris;Gurupi;TO
77413810;Rua;M;Setor União V;Gurupi;TO
77415570;Rua;71;Parque Residencial Nova Fronteira;Gurupi;TO
77420290;Rua;C-002;Shangri-Lá;Gurupi;TO
77423430;Rua;U;Waldir Lins II;Gurupi;TO
77426048;Rua;C4;Residencial Park dos Buritis;Gurupi;TO
77753000;;Juarina;-;Juarina;TO
77807085;Rua;São Jorge;São João;Araguaína;TO
77807090;Rua;Rodoviária;São João;Araguaína;TO
77815290;Rua;12;Loteamento Nova Araguaína;Araguaína;TO
77815730;Rua;54;Loteamento Nova Araguaína;Araguaína;TO
77817375;Rua;Josino Martins;Loteamento Martins Jorge;Araguaína;TO
77817620;Avenida;Guaporé;Loteamento Pampulha;Araguaína;TO
77820080;Rua;1;Jardim dos Ipês I;Araguaína;TO
77823375;Avenida;Cônego João Lima;Loteamento São Francisco;Araguaína;TO
77824816;Rua;dos Buiucus;Bairro da Cimba;Araguaína;TO
77825190;Rua;13;Vila Couto Magalhães;Araguaína;TO
77829010;Quadra;5;Loteamento Costa Esmeralda;Araguaína;TO
77829060;Quadra;30;Loteamento Costa Esmeralda;Araguaína;TO
77829120;Quadra;60;Loteamento Costa Esmeralda;Araguaína;TO
77980000;;Sampaio;-;Sampaio;TO
78025554;Rua;Onze;Capão do Gama;Cuiabá;MT
78030120;Rua;da Encarnação;Jardim Primavera;Cuiabá;MT
78040300;Avenida;Portugal;Santa Rosa;Cuiabá;MT
